name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
			LongTermDebt,"975,298,000,000","996,935,000,000","2,710,269,000,000","1,237,653,000,000","1,424,046,000,000","1,379,871,000,000","2,213,783,000,000","5,350,631,000,000","4,962,596,228,197.619","1,221,718,781,651.28","1,380,277,149,264","6,164,649,537,032.61","4,072,386,029,957.64","4,344,466,047,250","4,837,707,505,125"
			NonCurrentDeferredTaxesLiabilities,"17,053,808,000,000","15,162,523,000,000","11,710,781,000,000","7,293,514,000,000","5,154,792,000,000","4,097,811,000,000","6,012,371,000,000","3,429,467,000,000","2,333,441,752,502.24","1,652,667,181,120.64","1,249,963,602,984","1,486,287,361,849.68","1,465,554,852,152.64","1,182,262,309,130","905,682,850,125"
			OtherNonCurrentLiabilities,"2,408,896,000,000","1,951,251,000,000","2,708,985,000,000","2,062,066,000,000","2,042,140,000,000","1,502,590,000,000","1,065,461,000,000","472,094,000,000","0.001",,"0.001",,,"-0.001",
			TotalNonCurrentLiabilitiesNetMinorityInterest,"25,901,312,000,000","22,522,557,000,000","20,085,548,000,000","14,507,196,000,000","12,616,807,000,000","10,320,857,000,000","12,743,599,000,000","12,658,312,000,000","9,466,917,239,009.5","4,994,931,534,158.64","4,930,163,059,812.001","10,169,625,192,918.75","7,607,251,465,224.12","7,903,469,007,839.999","7,945,796,622,000"
		TotalLiabilitiesNetMinorityInterest,"89,684,076,000,000","91,604,067,000,000","87,260,662,000,000","69,211,291,000,000","63,119,716,000,000","62,334,770,000,000","64,059,008,000,000","59,591,364,000,000","53,785,931,528,534.92","44,939,652,557,120.55","39,134,587,147,920.01","42,376,695,830,664.4","37,403,227,360,918.8","33,426,339,915,220","32,854,387,200,000"
	StockholdersEquity,"254,915,472,000,000","240,068,993,000,000","207,213,416,000,000","186,424,328,000,000","172,876,767,000,000","162,181,725,000,000","144,442,616,000,000","117,094,052,000,000","97,480,294,483,247.86","85,470,091,898,242.86","69,445,584,732,060.02","57,997,541,191,535.02","51,546,219,743,478.6","45,144,941,998,590","39,588,057,861,375"
		CapitalStock,"897,514,000,000","897,514,000,000","897,514,000,000","897,514,000,000","897,514,000,000","897,514,000,000","897,514,000,000","897,514,000,000","897,514,745,400.22","897,514,857,717.2","897,514,212,288","897,513,895,125.9","897,513,969,944.52","897,514,558,360","897,513,989,250"
		RetainedEarnings,"254,582,894,000,000","242,698,956,000,000","215,811,200,000,000","193,086,317,000,000","185,132,014,000,000","169,529,604,000,000","148,600,282,000,000","119,985,689,000,000","97,542,524,985,673.16","85,014,550,370,411.11","71,065,246,449,516","55,419,571,011,152.8","51,065,174,320,446.96","44,463,682,789,050","37,369,265,290,875"
		StockholdersEquity,"254,915,472,000,000","240,068,993,000,000","207,213,416,000,000","186,424,328,000,000","172,876,767,000,000","162,181,725,000,000","144,442,616,000,000","117,094,052,000,000","97,480,294,483,247.86","85,470,091,898,242.86","69,445,584,732,060.02","57,997,541,191,535.02","51,546,219,743,478.6","45,144,941,998,590","39,588,057,861,375"
	TotalAssets,"352,564,497,000,000","339,357,244,000,000","301,752,090,000,000","262,174,324,000,000","242,179,521,000,000","230,422,958,000,000","214,075,018,000,000","181,071,570,000,000","155,631,250,757,000.2","134,288,743,480,498.5","112,179,788,333,304","105,300,648,554,960.5","93,375,135,929,828.53","81,366,205,415,460","74,461,797,388,500"
