name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
	InvestingCashFlow,"-23,224,000,000","-5,621,000,000","-32,849,000,000","-41,091,000,000","-84,267,000,000","-26,668,000,000","-19,369,000,000","-27,535,000,000","-10,574,000,000","-19,189,000,000","-18,277,000,000","-11,161,000,000","-32,066,000,000","-13,428,000,000","-14,077,000,000","-13,841,000,000","221,000,000","16,113,000,000","-1,379,000,000","-11,694,000,000","-2,271,000,000","-12,598,000,000","12,713,000,000","-2,531,200,000","-3,507,800,000","1,213,600,000","-2,148,600,000","-201,700,000","-573,200,000","-184,500,000","-682,800,000",,
CashFlowFromContinuingFinancingActivities,"2,062,000,000","730,000,000","-5,812,000,000","-1,398,000,000","12,791,000,000","3,803,000,000","2,731,000,000","961,000,000","-806,000,000","-2,217,000,000","8,125,000,000","233,000,000","2,286,000,000","1,366,000,000","2,607,000,000","5,628,000,000","-156,000,000","-1,161,000,000","-3,574,000,000","6,014,000,000","470,000,000","367,000,000","61,000,000","-96,200,000","853,600,000","113,100,000","-345,200,000","137,700,000","6,300,000","-9,700,000","202,100,000",,
	RepaymentOfDebt,"-6,741,000,000","-7,733,000,000","-11,608,000,000","-9,014,000,000","-4,700,000,000","-5,468,000,000","-4,694,000,000","-8,273,000,000","-7,328,000,000","-6,601,000,000","-3,624,000,000","-2,471,000,000","-6,241,000,000","-3,237,000,000","-1,751,000,000","-947,000,000","-1,941,000,000","-3,043,000,000","-4,576,000,000","-1,663,000,000","-1,080,000,000","-2,056,000,000","-1,401,000,000","-1,325,900,000","-1,597,300,000","-1,383,800,000","-1,778,200,000","-1,716,200,000","-955,500,000","-464,900,000","-576,600,000",,
	CommonStockIssuance,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,
	RepurchaseOfCapitalStock,"-5,006,000,000","-4,850,000,000","-1,346,000,000",,,,,,"-1,296,000,000",,,,,,,,,,,,,,,,,,,,,,,,
	NetOtherFinancingCharges,"-367,000,000","-497,000,000","-343,000,000","-121,000,000","112,000,000","-233,000,000","-1,265,000,000","-3,024,000,000","-752,000,000","-1,860,000,000","-95,000,000","-410,000,000","-132,000,000","387,000,000","201,000,000","65,000,000","166,000,000","-714,000,000","146,000,000","116,000,000","-75,000,000","-137,000,000","3,000,000","-1,400,000","-3,500,000","-1,500,000","-900,000","-2,900,000","-38,600,000","-800,000","-7,100,000",,
	CashFlowFromContinuingFinancingActivities,"2,062,000,000","730,000,000","-5,812,000,000","-1,398,000,000","12,791,000,000","3,803,000,000","2,731,000,000","961,000,000","-806,000,000","-2,217,000,000","8,125,000,000","233,000,000","2,286,000,000","1,366,000,000","2,607,000,000","5,628,000,000","-156,000,000","-1,161,000,000","-3,574,000,000","6,014,000,000","470,000,000","367,000,000","61,000,000","-96,200,000","853,600,000","113,100,000","-345,200,000","137,700,000","6,300,000","-9,700,000","202,100,000",,
ChangeInCashSupplementalAsReported,"16,572,000,000","33,821,000,000","-1,401,000,000","3,535,000,000","-39,113,000,000","8,461,000,000","15,083,000,000","1,194,000,000","9,693,000,000","-928,000,000","7,669,000,000","5,019,000,000","-18,790,000,000","586,000,000","-1,275,000,000","1,233,000,000","7,470,000,000","23,209,000,000","6,250,000,000","894,000,000","1,146,000,000","-10,031,000,000","13,431,000,000","-291,800,000","-1,394,200,000","2,454,600,000","-1,564,800,000","662,200,000","430,400,000","515,000,000","41,900,000",,
BeginningCashPosition,"26,524,000,000","30,811,000,000","32,212,000,000","28,048,000,000","67,161,000,000","63,269,000,000","48,186,000,000","46,992,000,000","37,299,000,000","38,227,000,000","30,558,000,000","25,539,000,000","44,329,000,000","43,743,000,000","45,018,000,000","43,427,000,000","35,957,000,000","12,748,000,000","6,498,000,000","5,604,000,000","4,458,000,000","14,489,000,000","1,058,000,000","1,350,300,000","2,744,500,000","289,900,000","1,854,600,000","1,192,400,000","762,000,000","247,000,000","205,100,000",,
EndCashPosition,"43,270,000,000","64,632,000,000","30,811,000,000","31,583,000,000","28,048,000,000","71,730,000,000","63,269,000,000","48,186,000,000","46,992,000,000","37,299,000,000","38,227,000,000","30,558,000,000","25,539,000,000","44,329,000,000","43,743,000,000","44,660,000,000","43,427,000,000","35,957,000,000","12,748,000,000","6,498,000,000","5,604,000,000","4,458,000,000","14,489,000,000","1,058,500,000","1,350,300,000",,,"1,854,600,000",,,,,
FreeCashFlow,"22,112,000,000","22,708,000,000","22,863,000,000","34,068,000,000","19,581,000,000","15,409,000,000","16,825,000,000","16,617,000,000","11,175,000,000","12,285,000,000","11,915,000,000","10,909,000,000","5,114,000,000","7,177,000,000","5,624,000,000","7,251,000,000","6,204,000,000","8,257,000,000","11,203,000,000","6,574,000,000","2,947,000,000","2,200,000,000","657,000,000","2,335,600,000","1,260,000,000","1,127,900,000","929,100,000","726,200,000","877,300,000","548,200,000","522,600,000",,
	OperatingCashFlow,"37,908,000,000","38,687,000,000","37,400,000,000","45,776,000,000","32,535,000,000","31,491,000,000","32,010,000,000","27,704,000,000","20,950,000,000","20,476,000,000","17,895,000,000","15,846,000,000","11,252,000,000","12,550,000,000","10,195,000,000","9,446,000,000","7,405,000,000","8,257,000,000","11,203,000,000","6,574,000,000","2,947,000,000","2,200,000,000","657,000,000","2,335,600,000","1,260,000,000","1,127,900,000","929,100,000","726,200,000","997,200,000","709,200,000","522,600,000",,
	CapitalExpenditure,"-15,796,000,000","-15,979,000,000","-14,537,000,000","-11,708,000,000","-12,954,000,000","-16,082,000,000","-15,185,000,000","-11,087,000,000","-9,775,000,000","-8,191,000,000","-5,980,000,000","-4,937,000,000","-6,138,000,000","-5,373,000,000","-4,571,000,000","-2,195,000,000","-1,201,000,000",,,,,,,,,,,,"-119,900,000","-161,000,000",,,
	FreeCashFlow,"22,112,000,000","22,708,000,000","22,863,000,000","34,068,000,000","19,581,000,000","15,409,000,000","16,825,000,000","16,617,000,000","11,175,000,000","12,285,000,000","11,915,000,000","10,909,000,000","5,114,000,000","7,177,000,000","5,624,000,000","7,251,000,000","6,204,000,000","8,257,000,000","11,203,000,000","6,574,000,000","2,947,000,000","2,200,000,000","657,000,000","2,335,600,000","1,260,000,000","1,127,900,000","929,100,000","726,200,000","877,300,000","548,200,000","522,600,000",,
