name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
TotalRevenue,"86,272,153,000","89,046,908,000","87,152,980,000","89,354,661,000","91,539,057,000","73,424,832,000","87,105,138,000","77,204,194,000","75,573,388,000","73,427,146,000","65,809,405,000","48,716,994,000","37,302,615,000","35,757,351,000","31,973,364,000","31,487,437,000"
	NetInterestIncome,"47,319,678,000","53,124,090,000","48,884,107,000","55,336,402,000","58,678,202,000","37,804,913,000","45,753,547,000","41,813,368,000","41,869,475,000","62,726,749,000","42,082,019,000","18,232,859,000","12,355,239,000","5,819,681,000","2,774,946,000","2,351,047,000"
		InterestIncome,"136,819,921,000","124,776,662,000","128,853,642,000","138,524,562,000","170,488,757,000","172,870,335,000","140,476,250,000","109,840,390,000","101,878,767,000","71,478,182,000","85,143,206,000","65,729,138,000","56,651,559,000","25,261,272,000","21,613,245,000","19,199,702,000"
		InterestExpense,"89,500,243,000","71,652,572,000","79,969,535,000","83,188,160,000","111,810,555,000","135,065,422,000","94,722,703,000","68,027,022,000","60,009,292,000","8,751,433,000","43,061,187,000","47,496,279,000","44,296,320,000","19,441,591,000","18,838,299,000","16,848,655,000"
	NonInterestIncome,"38,952,475,000","35,922,818,000","38,268,873,000","34,018,259,000","32,860,855,000","35,619,919,000","41,351,591,000","35,390,826,000","33,703,913,000","10,700,397,000","23,727,386,000","30,484,135,000","24,947,376,000","29,937,670,000","29,198,418,000","29,136,390,000"
		TotalPremiumsEarned,,,,,,,"7,858,103,000","4,983,486,000","5,235,923,000","3,067,953,000",,,,,,
		FeesAndCommissions,"28,049,220,000","28,008,817,000","26,439,855,000","25,112,452,000","23,476,030,000","21,002,993,000","23,569,698,000","22,037,919,000","20,087,427,000","18,241,576,000","13,602,500,000","13,511,181,000","11,810,793,000","9,901,622,000","8,887,274,000","7,648,070,000"
			FeesandCommissionIncome,"29,962,901,000","29,893,146,000","28,148,765,000","26,541,742,000","24,798,599,000","23,366,776,000","26,302,538,000","23,612,898,000","21,416,090,000","18,241,576,000",,"13,511,181,000","11,810,793,000",,,
			FeesandCommissionExpense,"1,913,681,000","1,884,329,000","1,708,910,000","1,429,290,000","1,322,569,000","2,363,783,000","2,732,840,000","1,574,979,000","1,328,663,000",,,,,,,
		DividendIncome,"26,966,000","8,899,000","6,512,000","12,330,000","20,499,000",,"7,559,000","22,822,000","30,884,000","454,879,000",,,,"29,075,000",,
IncomefromAssociatesandOtherParticipatingInterests,"3,340,251,000","3,749,395,000","3,549,312,000","3,812,140,000","4,183,105,000","7,687,398,000","149,039,000","-924,986,000","-1,029,927,000",,"127,620,000",,"1,394,233,000","153,501,000","287,981,000","-66,723,000"
SpecialIncomeCharges,"2,616,127,000","2,636,434,000","1,119,825,000","506,703,000","374,221,000","6,332,964,000","55,076,000","10,082,939,000","-251,250,000",,,,,,,
	WriteOff,"979,612,000","984,653,000","-178,000","23,614,000","-22,802,000","-7,209,000","-2,151,000","-15,896,000","15,437,000",,,,,,,
