name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
	CashDividendsPaid,,"-5,934,000,000","-6,895,000,000","-5,700,000,000","-4,194,000,000","-3,574,000,000","-2,306,000,000","-1,677,000,000","-1,909,000,000","-1,738,000,000","-1,762,000,000","-4,863,000,000","-11,528,000,000","-10,878,000,000","-9,661,000,000","-7,683,000,000","-6,468,000,000","-4,281,000,000","-3,709,000,000","-3,632,000,000","-3,388,000,000","-3,199,000,000","-2,604,000,000","-996,000,000","-722,000,000","-575,000,000","-527,000,000","-433,000,000","-395,000,000"
	NetOtherFinancingCharges,,"-698,000,000","-651,000,000","-397,000,000","-8,000,000","-23,000,000","-10,000,000","-14,000,000","249,000,000","3,000,000","5,000,000","-42,000,000","-14,000,000","216,000,000","165,000,000","-117,000,000","-91,000,000","-72,000,000","-66,000,000","62,000,000","-218,000,000","12,000,000","-523,000,000","903,000,000","1,104,000,000",,"-20,000,000","4,480,000,000","9,240,000,000"
	CashFlowFromContinuingFinancingActivities,,"3,377,000,000","53,118,000,000","49,195,000,000","32,982,000,000","48,585,000,000","-12,201,000,000","-95,442,000,000","42,416,000,000","-104,696,000,000","-65,387,000,000","-199,568,000,000","-10,695,000,000","103,412,000,000","53,133,000,000","170,817,000,000","132,875,000,000","51,048,000,000","20,209,000,000","-25,345,000,000","-7,566,000,000","17,913,000,000","36,131,000,000","20,541,000,000","-17,193,000,000","9,981,000,000","1,817,000,000","8,341,000,000","7,136,000,000"
ChangeInCashSupplementalAsReported,,"-15,844,000,000","19,970,000,000","9,696,000,000","-11,615,000,000","20,764,000,000","7,267,000,000","20,570,000,000","-9,350,000,000","11,675,000,000","-12,912,000,000","88,482,000,000","-9,591,000,000","5,968,000,000","-662,000,000","8,149,000,000","1,788,000,000","1,936,000,000","-1,879,000,000","-619,000,000","589,000,000","-1,343,000,000","-221,000,000","1,653,000,000","485,000,000","-1,134,000,000","1,933,000,000","-122,000,000","516,000,000"
BeginningCashPosition,,"177,404,000,000","157,434,000,000","147,738,000,000","159,353,000,000","138,589,000,000","131,322,000,000","110,752,000,000","120,102,000,000","108,427,000,000","121,339,000,000","32,857,000,000","42,531,000,000","36,429,000,000","36,999,000,000","28,936,000,000","27,084,000,000","24,973,000,000","26,837,000,000","27,513,000,000","26,989,000,000","28,277,000,000","28,466,000,000","8,933,000,000","8,448,000,000","9,582,000,000","7,649,000,000","7,771,000,000","7,255,000,000"
EndCashPosition,,"161,560,000,000","177,404,000,000","157,434,000,000","147,738,000,000","159,353,000,000","138,589,000,000","131,322,000,000","110,752,000,000","120,102,000,000","108,427,000,000","121,339,000,000","32,857,000,000","42,531,000,000","36,429,000,000","36,999,000,000","28,936,000,000","27,084,000,000","24,973,000,000","26,837,000,000","27,513,000,000","26,989,000,000","0","0","0","0","0","0","0"
FreeCashFlow,,"61,777,000,000","39,520,000,000","10,403,000,000","18,306,000,000","27,730,000,000","25,579,000,000","92,296,000,000","-13,858,000,000","63,183,000,000","81,607,000,000","127,491,000,000","1,936,000,000","8,893,000,000","13,761,000,000","-13,451,000,000","-4,818,000,000","24,104,000,000","-12,946,000,000","-13,661,000,000","4,623,000,000","10,388,000,000","10,454,000,000","141,000,000","1,456,000,000","-5,240,000,000","8,791,000,000","-2,534,000,000","7,514,000,000"
	OperatingCashFlow,,"61,777,000,000","39,520,000,000","10,403,000,000","18,306,000,000","27,730,000,000","26,739,000,000","92,817,000,000","-13,858,000,000","64,490,000,000","82,594,000,000","129,731,000,000","4,034,000,000","11,036,000,000","14,509,000,000","-12,223,000,000","-3,955,000,000","24,313,000,000","-12,007,000,000","-12,826,000,000","5,265,000,000","12,065,000,000","10,891,000,000","266,000,000","1,804,000,000","-4,933,000,000","9,118,000,000","2,137,000,000","7,801,000,000"
	CapitalExpenditure,,,,,,,"-1,160,000,000","-521,000,000",,"-1,307,000,000","-987,000,000","-2,240,000,000","-2,098,000,000","-2,143,000,000","-748,000,000","-1,228,000,000","-863,000,000","-209,000,000","-939,000,000","-835,000,000","-642,000,000","-1,677,000,000","-437,000,000","-125,000,000","-348,000,000","-307,000,000","-327,000,000","-4,671,000,000","-287,000,000"
	FreeCashFlow,,"61,777,000,000","39,520,000,000","10,403,000,000","18,306,000,000","27,730,000,000","25,579,000,000","92,296,000,000","-13,858,000,000","63,183,000,000","81,607,000,000","127,491,000,000","1,936,000,000","8,893,000,000","13,761,000,000","-13,451,000,000","-4,818,000,000","24,104,000,000","-12,946,000,000","-13,661,000,000","4,623,000,000","10,388,000,000","10,454,000,000","141,000,000","1,456,000,000","-5,240,000,000","8,791,000,000","-2,534,000,000","7,514,000,000"
