name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
		Goodwill,"26,524,000,000","35,294,000,000","31,750,000,000","30,980,000,000","31,174,000,000","29,311,000,000","31,026,000,000","31,090,000,000","29,943,000,000","29,692,000,000","12,039,000,000","11,285,000,000","11,854,000,000","10,659,000,000",,,,,,,,
		OtherIntangibleAssets,"28,787,000,000","38,719,000,000","29,997,000,000","31,340,000,000","34,217,000,000","23,832,000,000","27,841,000,000","30,331,000,000","31,969,000,000","35,231,000,000",,"9,534,000,000","-6,696,000,000","10,571,000,000","13,294,000,000","5,629,000,000","4,708,000,000","4,407,000,000","3,952,000,000","3,555,000,000","2,021,000,000",
		OtherNonCurrentAssets,"176,000,000","290,000,000","201,000,000","200,000,000","156,000,000","136,000,000","108,000,000","135,000,000","418,000,000","405,000,000","10,659,000,000","19,076,000,000","16,091,000,000","10,526,000,000","10,915,000,000","13,543,000,000","12,338,000,000","11,345,000,000","8,293,000,000","6,338,000,000","10,043,000,000","1,852,470,930.233"
		TotalNonCurrentAssets,"88,866,000,000","110,000,000,000","104,871,000,000","105,193,000,000","108,711,000,000","87,826,000,000","95,712,000,000","96,212,000,000","93,412,000,000","96,633,000,000","61,814,000,000","57,418,000,000","48,022,000,000","46,604,000,000","36,289,000,000","29,858,000,000","27,044,000,000","24,274,000,000","19,665,000,000","15,400,000,000","19,401,000,000","19,052,325,581.395"
	TotalAssets,"118,370,000,000","145,563,000,000","133,079,000,000","130,124,000,000","131,556,000,000","125,387,000,000","126,254,000,000","124,216,000,000","117,496,000,000","123,318,000,000","95,505,000,000","78,299,000,000","75,452,000,000","68,008,000,000","57,732,000,000","54,469,000,000","49,317,000,000","45,144,000,000","40,305,000,000","35,484,000,000","41,212,000,000","40,214,389,534.884"
TotalAssets,"118,370,000,000","145,563,000,000","133,079,000,000","130,124,000,000","131,556,000,000","125,387,000,000","126,254,000,000","124,216,000,000","117,496,000,000","123,318,000,000","95,505,000,000","78,299,000,000","75,452,000,000","68,008,000,000","57,732,000,000","54,469,000,000","49,317,000,000","45,144,000,000","40,305,000,000","35,484,000,000","41,212,000,000","40,214,389,534.884"
	TotalLiabilitiesNetMinorityInterest,"62,819,000,000","66,871,000,000","58,852,000,000","55,233,000,000","54,434,000,000","54,543,000,000","51,782,000,000","54,997,000,000","51,556,000,000","53,549,000,000","38,043,000,000","27,862,000,000","26,056,000,000","26,714,000,000","24,568,000,000","20,548,000,000","18,798,000,000","16,734,000,000","14,747,000,000","12,960,000,000","17,667,000,000","17,556,686,046.512"
		CurrentLiabilities,"28,264,000,000","29,607,000,000","23,403,000,000","22,209,000,000","23,708,000,000","26,973,000,000","26,368,000,000","24,051,000,000","23,148,000,000","24,658,000,000","19,470,000,000","16,504,000,000","16,641,000,000","16,234,000,000","15,328,000,000","11,078,000,000","9,320,000,000","8,294,000,000","8,587,000,000","7,097,000,000","10,952,000,000","10,547,238,372.093"
			CurrentDebt,"6,846,000,000","9,620,000,000","5,201,000,000","5,789,000,000","5,574,000,000","6,560,000,000",,,"6,344,000,000","8,627,000,000","5,313,000,000","5,186,000,000","5,117,000,000","6,560,000,000","5,993,000,000","4,119,000,000","2,779,000,000","2,849,000,000","3,062,000,000","2,304,000,000","4,704,000,000","4,172,238,372.093"
			AccountsPayable,"5,424,000,000","5,556,000,000","5,169,000,000","4,873,000,000","5,668,000,000","5,419,000,000","6,148,000,000","5,593,000,000","4,989,000,000","4,788,000,000","4,012,000,000","3,395,000,000","3,018,000,000","2,487,000,000","1,961,000,000","2,020,000,000","1,665,000,000","1,270,000,000","1,092,000,000","970,000,000","1,240,000,000","1,117,005,813.953"
			IncomeTaxPayable,"2,194,000,000","2,038,000,000","1,723,000,000","1,603,000,000","1,717,000,000","2,076,000,000","2,459,000,000","2,070,000,000",,,,,,,,,,,,,,
			CurrentAccruedExpenses,"4,665,000,000","4,894,000,000","4,195,000,000","3,671,000,000","1,961,000,000","2,834,000,000","808,000,000","838,000,000","895,000,000",,,,,"737,000,000","1,079,000,000","1,442,000,000","2,912,000,000","2,405,000,000","2,100,000,000",,,
			CurrentDeferredRevenue,"114,000,000","236,000,000","305,000,000","287,000,000","385,000,000","329,000,000","70,000,000","71,000,000",,,,,,"77,000,000","74,000,000","13,000,000","14,000,000","14,000,000","158,000,000",,,
			OtherCurrentLiabilities,"216,000,000","109,000,000","107,000,000","116,000,000","30,000,000","2,470,000,000","50,000,000",,"89,000,000",,,"7,923,000,000",,"6,373,000,000","6,221,000,000","3,484,000,000","1,950,000,000","1,756,000,000","2,175,000,000","3,823,000,000","5,008,000,000","5,257,994,186.047"
			CurrentLiabilities,"28,264,000,000","29,607,000,000","23,403,000,000","22,209,000,000","23,708,000,000","26,973,000,000","26,368,000,000","24,051,000,000","23,148,000,000","24,658,000,000","19,470,000,000","16,504,000,000","16,641,000,000","16,234,000,000","15,328,000,000","11,078,000,000","9,320,000,000","8,294,000,000","8,587,000,000","7,097,000,000","10,952,000,000","10,547,238,372.093"
		TotalNonCurrentLiabilitiesNetMinorityInterest,"34,555,000,000","37,264,000,000","35,449,000,000","33,024,000,000","30,726,000,000","27,570,000,000","25,414,000,000","30,946,000,000","28,408,000,000","28,891,000,000","18,573,000,000","11,358,000,000","9,415,000,000","10,480,000,000","9,240,000,000","9,470,000,000","9,478,000,000","8,440,000,000","6,160,000,000","5,863,000,000","6,715,000,000","7,009,447,674.419"
			LongTermDebt,"20,353,000,000","22,470,000,000","23,224,000,000","17,897,000,000","16,327,000,000","13,799,000,000","11,242,000,000","13,781,000,000","13,855,000,000","14,360,000,000","8,675,000,000","2,178,000,000","677,000,000","656,000,000","1,319,000,000","2,736,000,000","3,191,000,000","2,736,000,000","1,504,000,000","1,392,000,000","1,537,000,000","2,063,226,744.186"
			NonCurrentDeferredTaxesLiabilities,"5,867,000,000","7,475,000,000","5,168,000,000","6,657,000,000","6,355,000,000","6,099,000,000","6,904,000,000","7,286,000,000","6,761,000,000","7,689,000,000","4,407,000,000","4,144,000,000","4,466,000,000","5,290,000,000","3,472,000,000","3,384,000,000","3,138,000,000","2,828,000,000","2,345,000,000","2,127,000,000","2,293,000,000","2,061,773,255.814"
			OtherNonCurrentLiabilities,"1,213,000,000","1,371,000,000","1,386,000,000","1,458,000,000","1,383,000,000","912,000,000","1,020,000,000","1,217,000,000",,,,"5,036,000,000",,"4,534,000,000","4,449,000,000","3,350,000,000","3,149,000,000","2,876,000,000","2,311,000,000","2,344,000,000","2,885,000,000","2,884,447,674.419"
			TotalNonCurrentLiabilitiesNetMinorityInterest,"34,555,000,000","37,264,000,000","35,449,000,000","33,024,000,000","30,726,000,000","27,570,000,000","25,414,000,000","30,946,000,000","28,408,000,000","28,891,000,000","18,573,000,000","11,358,000,000","9,415,000,000","10,480,000,000","9,240,000,000","9,470,000,000","9,478,000,000","8,440,000,000","6,160,000,000","5,863,000,000","6,715,000,000","7,009,447,674.419"
		TotalLiabilitiesNetMinorityInterest,"62,819,000,000","66,871,000,000","58,852,000,000","55,233,000,000","54,434,000,000","54,543,000,000","51,782,000,000","54,997,000,000","51,556,000,000","53,549,000,000","38,043,000,000","27,862,000,000","26,056,000,000","26,714,000,000","24,568,000,000","20,548,000,000","18,798,000,000","16,734,000,000","14,747,000,000","12,960,000,000","17,667,000,000","17,556,686,046.512"
	StockholdersEquity,"55,474,000,000","78,614,000,000","74,168,000,000","74,832,000,000","77,046,000,000","70,766,000,000","74,343,000,000","69,093,000,000","65,844,000,000","63,196,000,000","57,387,000,000","50,288,000,000","49,223,000,000","41,111,000,000","32,990,000,000","33,783,000,000","30,429,000,000","28,344,000,000","25,495,000,000","22,477,000,000","23,406,000,000","22,516,715,116.279"
		CapitalStock,"936,000,000","944,000,000","969,000,000","972,000,000","991,000,000","1,001,000,000","1,001,000,000","1,001,000,000","0","0","0","959,000,000","0","990,000,000","994,000,000","1,008,000,000","1,017,000,000","1,008,000,000","871,000,000","880,000,000","908,000,000","1,048,691,860.465"
		RetainedEarnings,,,,,,,,,"64,949,000,000","62,364,000,000","56,562,000,000","49,825,000,000","48,408,000,000","40,261,000,000","32,142,000,000","32,902,000,000","29,533,000,000","26,978,000,000","22,954,000,000","21,682,000,000","22,580,000,000","21,521,075,581.395"
		GainsLossesNotAffectingRetainedEarnings,"54,618,000,000","77,739,000,000","73,299,000,000","73,936,000,000","76,156,000,000","69,868,000,000","73,431,000,000","68,184,000,000",,,,"-555,000,000",,,,,,"-2,631,000,000","-823,000,000",,,
		StockholdersEquity,"55,474,000,000","78,614,000,000","74,168,000,000","74,832,000,000","77,046,000,000","70,766,000,000","74,343,000,000","69,093,000,000","65,844,000,000","63,196,000,000","57,387,000,000","50,288,000,000","49,223,000,000","41,111,000,000","32,990,000,000","33,783,000,000","30,429,000,000","28,344,000,000","25,495,000,000","22,477,000,000","23,406,000,000","22,516,715,116.279"
	TotalAssets,"118,370,000,000","145,563,000,000","133,079,000,000","130,124,000,000","131,556,000,000","125,387,000,000","126,254,000,000","124,216,000,000","117,496,000,000","123,318,000,000","95,505,000,000","78,299,000,000","75,452,000,000","68,008,000,000","57,732,000,000","54,469,000,000","49,317,000,000","45,144,000,000","40,305,000,000","35,484,000,000","41,212,000,000","40,214,389,534.884"
