name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
			OtherCurrentLiabilities,"6,465,000,000","5,543,000,000","5,488,000,000","7,340,000,000","6,326,000,000","4,113,000,000","3,005,000,000","3,078,000,000","7,441,000,000","5,722,000,000","5,445,000,000","4,721,000,000","4,720,843,210","4,824,969,920","5,797,876,770","4,848,770,640","1,617,439,110","1,600,036,630","1,994,000,000","1,300,000,000","1,251,000,000"
			CurrentLiabilities,"20,387,000,000","17,376,000,000","15,457,000,000","17,629,000,000","17,808,000,000","13,032,000,000","13,958,000,000","13,898,000,000","13,564,000,000","10,087,000,000","10,965,000,000","9,345,000,000","9,684,484,400","10,278,064,850","15,408,657,500","14,994,083,680","2,587,743,770","2,548,241,780","3,006,000,000","2,258,000,000","2,217,000,000"
		TotalNonCurrentLiabilitiesNetMinorityInterest,"33,241,000,000","34,997,000,000","26,111,000,000","29,319,000,000","26,303,000,000","28,092,000,000","25,093,000,000","29,037,000,000","30,212,000,000","21,889,000,000","20,638,000,000","17,571,000,000","17,553,470,910","21,665,387,860","24,392,960,210","25,781,178,320","813,880,750","861,484,880","1,172,000,000","1,255,000,000","983,000,000"
			LongTermDebt,"20,131,000,000","22,007,000,000","14,326,000,000","16,815,000,000","13,118,000,000","13,276,000,000","10,414,000,000","10,719,000,000","12,499,000,000","6,695,000,000","5,961,000,000","4,173,000,000","3,740,049,110","4,499,163,220","4,746,710,820","8,631,593,680","53,200,010","64,801,960","119,000,000","121,000,000","137,000,000"
			NonCurrentDeferredTaxesLiabilities,"2,294,000,000","3,414,000,000","1,605,000,000","2,292,000,000","2,895,000,000","4,105,000,000","5,060,000,000","5,932,000,000","6,011,000,000","3,808,000,000","4,933,000,000","5,668,000,000","6,945,805,490","9,246,091,070","12,198,590,880","11,386,828,480","8,734,330","10,482,670",,"4,000,000",
			OtherNonCurrentLiabilities,"508,000,000","963,000,000","1,026,000,000","1,378,000,000","1,121,000,000","1,133,000,000","884,000,000","1,350,000,000","1,356,000,000","2,060,000,000","1,433,000,000",,"6,867,616,310","7,920,133,570","7,447,658,510","5,762,756,160","751,946,410","786,200,250","1,053,000,000","1,130,000,000","846,000,000"
			TotalNonCurrentLiabilitiesNetMinorityInterest,"33,241,000,000","34,997,000,000","26,111,000,000","29,319,000,000","26,303,000,000","28,092,000,000","25,093,000,000","29,037,000,000","30,212,000,000","21,889,000,000","20,638,000,000","17,571,000,000","17,553,470,910","21,665,387,860","24,392,960,210","25,781,178,320","813,880,750","861,484,880","1,172,000,000","1,255,000,000","983,000,000"
		TotalLiabilitiesNetMinorityInterest,"53,628,000,000","52,373,000,000","41,568,000,000","46,948,000,000","44,111,000,000","41,124,000,000","39,051,000,000","42,935,000,000","43,776,000,000","31,976,000,000","31,603,000,000","26,916,000,000","27,237,955,310","31,943,452,710","39,801,617,710","40,775,262,000","3,401,624,520","3,409,726,660","4,178,000,000","3,513,000,000","3,200,000,000"
	StockholdersEquity,"58,934,000,000","58,876,000,000","58,089,000,000","57,554,000,000","58,049,000,000","56,120,000,000","56,885,000,000","57,338,000,000","56,219,000,000","53,097,000,000","48,188,000,000","44,866,000,000","44,612,414,150","45,600,057,270","46,601,690,450","35,548,061,520","6,311,744,470","6,040,876,830","5,768,000,000","4,304,000,000","3,578,000,000"
		CapitalStock,"2,508,000,000","2,495,000,000","2,508,000,000","2,584,000,000","2,611,000,000","2,639,000,000","2,649,000,000","2,653,000,000","2,682,000,000","2,622,000,000","2,637,000,000","2,631,000,000","2,736,621,300","2,719,349,410","2,800,576,270","2,820,888,320","1,463,397,290","1,466,620,830","1,464,000,000","1,463,000,000","1,462,000,000"
		RetainedEarnings,,,,,,,,,,,,,"37,924,495,780",,,"-3,607,255,200","2,072,418,300","1,760,135,590",,,
		GainsLossesNotAffectingRetainedEarnings,"645,000,000","-168,000,000","-585,000,000","1,964,000,000","912,000,000","-977,000,000","-963,000,000","-171,000,000","-960,000,000","-1,152,000,000","-3,936,000,000","-4,419,000,000","-3,195,468,330","-692,528,660","2,672,241,150","-3,013,422,800","-403,367,240","-160,098,960","-17,000,000","-30,000,000","-15,000,000"
		StockholdersEquity,"58,934,000,000","58,876,000,000","58,089,000,000","57,554,000,000","58,049,000,000","56,120,000,000","56,885,000,000","57,338,000,000","56,219,000,000","53,097,000,000","48,188,000,000","44,866,000,000","44,612,414,150","45,600,057,270","46,601,690,450","35,548,061,520","6,311,744,470","6,040,876,830","5,768,000,000","4,304,000,000","3,578,000,000"
	TotalAssets,"112,736,000,000","111,408,000,000","99,826,000,000","104,672,000,000","102,321,000,000","97,392,000,000","96,065,000,000","100,407,000,000","100,165,000,000","85,264,000,000","80,049,000,000","71,987,000,000","72,027,323,920","77,763,240,080","86,592,433,600","76,698,064,960","9,731,631,680","9,467,756,950","9,967,000,000","7,845,000,000","6,811,000,000"
